DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,AIS_SPECIES,YEAR_INFESTED,DNR_REGION,DELINEATED,PW_BASIN_N,PW_PARENT_,PARENTDOW.CDOM,size_acres,shore_miles,max_depth,avg_depth,avg_secchi,min_secchi,max_secchi,totarea.cdom,totpix.cdom,pix.cdom,a440.cdom,avg_totalalkalinity,avg_chlorophylla,avg_nitrogen,avg_ph,avg_phosphorus,avg_conductance,mean.peak_temp,mean.gdd_wtr_10c,mean.mean_surf_jas,mean.max_surf_jas
31064700,Lake or Pond,453449.2645,5256770.79,Itasca,N,U,NA,NA,2,USGS,Circle,Circle,310647,15.56200438,0.59592714,NA,NA,2.9,2.9,2.9,15.85425217,71.34413475,0.784927874,5.25708815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31064800,Lake or Pond,453883.5411,5256470.477,Itasca,N,U,NA,NA,2,USGS,Roland,Roland,310648,17.19928381,0.66153751,6.7056,NA,1.22,1.22,1.22,17.23727461,77.56773575,0.721949654,5.4134738,NA,NA,NA,NA,NA,NA,27.833825751293872,1536.2498547994962,21.208739342301385,27.677617526511437
31064900,Lake or Pond,455406.7198,5265706.696,Itasca,N,U,NA,NA,2,Fsh,Dock,Dock,310649,30.43932939,1.11618552,9.1,NA,3.504,3.048,3.96,27.86104563,125.3747053,0.733800329,3.73692675,NA,NA,NA,6.65,NA,NA,26.230880925149023,1416.1779000351876,20.738601358367728,26.113066471347796
31065000,Lake or Pond,453205.8782,5266154.112,Itasca,N,U,NA,NA,2,Fsh,Smith,Smith,310650,208.5411178,5.10404859,9.7536,NA,3.60392,2.35,5.48,202.5650664,911.5427986,0.81729569,0.9752584,10.43333333,5,NA,7.06,0.0145,NA,26.184850514893242,1425.2269504005076,20.867332887625867,26.122437611980477
31065100,Lake or Pond,451110.3857,5265423.376,Itasca,N,U,NA,NA,2,Fsh,Smith,Smith,310651,61.76004717,1.70365404,26.8,NA,4.27,4.27,4.27,55.82125146,251.1956316,0.800173151,2.09646325,NA,NA,NA,NA,NA,NA,25.717982263927986,1383.49405279596,20.841127580651577,25.653569568487907
31065200,Lake or Pond,450819.3992,5266017.866,Itasca,N,U,NA,NA,2,Fsh,Unnamed,Unnamed,310652,50.28364188,1.73233642,26.8,NA,4.404102564,2.44,5.18,58.08494497,261.3822524,0.577697983,2.31509685,NA,NA,NA,NA,NA,NA,25.717982263927986,1383.49405279596,20.841127580651577,25.653569568487907
31065300,Lake or Pond,449977.6008,5266928.058,Itasca,Y,0,zebra mussel,2017,2,Fsh,North Star,North Star,310653,831.6279375,10.17125643,26.8,14.9952,4.058147416,2.44,6.1,805.2919876,3623.813944,0.888566591,1.54057605,125.54,2.075,NA,NA,0.064,NA,25.717982263927986,1383.49405279596,20.841127580651577,25.653569568487907
31065400,Lake or Pond,454398.6686,5274429.129,Itasca,N,U,NA,NA,2,Fsh,Burns,Burns,310654,181.2869845,4.25699413,30.5,NA,4.579753846,3.43,6.83,175.6362198,790.3629892,0.833794103,1.4617407,109.75,1.69,NA,8.36,0.0075,NA,25.783807004918714,1412.2487524107523,20.856127271643697,25.69673330143801
31065500,Lake or Pond,454813.61,5275097.384,Itasca,N,U,NA,NA,2,NA,Cad,Cad,310655,17.811555,0.76843616,NA,NA,NA,NA,NA,18.87289825,84.9280421,0.588733695,4.75897435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31065600,Lake or Pond,454194.2073,5273186.192,Itasca,N,U,NA,NA,2,Fsh,Big Dick,Big Dick,310656,259.5314836,3.09902855,6.096,3.408,3.463912644,2.29,5.33,248.7904214,1119.556896,0.921793259,0.838321,89.94333333,4.283333333,NA,8.145,0.007,NA,26.65257618067592,1393.615070468199,20.555011260042605,26.532175213463397
31065700,Lake or Pond,452273.2046,5273738.181,Itasca,N,U,NA,NA,2,Fsh,Jack the Horse,Jack the Horse,NA,363.482847,8.34452906,13.7,NA,3.81,3.81,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31065800,Lake or Pond,453436.9618,5273319.041,Itasca,N,U,NA,NA,2,Fsh,Little Dick,Little Dick,310658,100.8874308,2.22486538,6.096,NA,2.753636364,1.88,3.8,91.74887758,412.8699491,0.932497027,2.50539135,49,4.146666667,NA,7.64,0.019,NA,26.798921628942242,1435.0517750208367,20.7457540188679,26.673449210565767
31065900,Lake or Pond,451456.1733,5274863.123,Itasca,N,U,NA,NA,2,USGS,Ethel,Ethel,310659,15.41338909,0.72993427,NA,NA,1.52,1.52,1.52,17.20912584,77.44106629,0.606913131,1.21403985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066000,Lake or Pond,447639.0322,5271987.755,Itasca,N,U,NA,NA,2,Fsh,Little Ranier,Little Ranier,310660,52.96301551,1.37284747,12.192,NA,4.923333333,3.1,5.75,50.97254161,229.3764372,0.723701187,1.9011655,127.3,1.363333333,NA,NA,0.0105,NA,26.04923376857328,1410.7503338530319,20.753581320717277,25.926833245347364
31066100,Lake or Pond,453381.353,5272077.484,Itasca,N,U,NA,NA,2,USGS,Unnamed,Unnamed,NA,5.53529205,0.37178408,NA,NA,0.76,0.76,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066200,Lake or Pond,456029.8347,5271288.476,Itasca,N,U,NA,NA,2,NA,Ghost,Ghost,310662,38.49636528,1.06389881,NA,NA,NA,NA,NA,35.75819775,160.9118899,0.783037227,3.6536192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066300,Lake or Pond,450078.9943,5271098.009,Itasca,N,U,NA,NA,2,Fsh,Forest,Forest,310663,39.12205728,1.38021509,9.144,5.112,3.14,2.29,3.81,37.35070986,168.0781944,0.684205351,4.88938295,NA,NA,NA,NA,NA,NA,26.508440197160525,1451.0891822123394,20.916823368993537,26.387182443788852
31066400,Lake or Pond,448558.4904,5271134.06,Itasca,N,U,NA,NA,2,Fsh,Ranier,Ranier,310664,89.94023224,1.98913538,13.716,NA,5.381428571,4.55,8.25,86.34567183,388.5555232,0.823563123,0.73317905,76.7,0.94,NA,NA,0.0065,NA,25.90253276300113,1400.4395387915333,20.722077985254657,25.751243909940325
31066500,Lake or Pond,449850.3056,5269713.246,Itasca,N,U,NA,NA,2,Fsh,Little North Star,Little North Star,310665,55.27657319,1.28630193,12.8016,7.1568,3.3044875,2.29,4.11,50.18568485,225.8355818,0.836892037,2.6121582,152.65,3.225,NA,8.2,0.012333333,NA,26.434200270401668,1418.4452790287733,20.700537608101346,26.306755644873324
31066600,Lake or Pond,449742.1223,5269119.568,Itasca,N,U,NA,NA,2,Fsh,Unnamed,Unnamed,310666,127.7478881,2.04962365,26.8,8.52,3.75,3.35,4.3,119.8358313,539.2612409,0.87341712,1.57710605,NA,4.55,NA,NA,0.084,NA,25.717982263927986,1383.49405279596,20.841127580651577,25.653569568487907
31066700,Lake or Pond,452456.7357,5270008.11,Itasca,N,U,NA,NA,2,NA,Carpics,Carpics,310667,33.40303891,0.97688055,NA,NA,0.91,0.91,0.91,34.13001962,153.5850883,0.735748511,5.46937305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066800,Lake or Pond,453311.6614,5269734.916,Itasca,N,U,NA,NA,2,NA,Telephone,Telephone,NA,7.5854559,0.46805355,NA,NA,1.37,0.91,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066900,Lake or Pond,452993.0303,5269314.858,Itasca,N,U,NA,NA,2,USGS,Raft,Raft,NA,12.66837426,0.62528221,NA,NA,2.44,2.44,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067000,Lake or Pond,453800.5167,5268566.8,Itasca,N,U,NA,NA,2,Fsh,Big Ole,Big Ole,310670,216.95238989999999,4.71816887,18.288,10.224,5.299863415,3.95,8.23,224.5396695,1010.428513,0.801640086,1.29238355,25.73,NA,NA,7.86,0.008,NA,25.796005517852983,1406.404885890361,20.82328480657904,25.73074213322202
31067100,Lake or Pond,455185.7895,5268718.118,Itasca,N,U,NA,NA,2,Fsh,Big Island,Big Island,310671,242.6456172,7.78734893,12.8016,7.1568,4.373289474,3,7,231.2974139,1040.838362,0.708083048,1.9084468,17,NA,NA,7.135,0.00925,NA,26.10536518943163,1339.4123336089558,20.158008160988462,26.0175690562114
31067200,Lake or Pond,455776.185,5268375.821,Itasca,N,U,NA,NA,2,EWR,Unnamed,Unnamed,NA,5.09490134,0.32861915,NA,NA,1.52,1.52,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067300,Lake or Pond,456185.7814,5267809.436,Itasca,N,U,NA,NA,2,USGS,No Man's,No Man's,310673,49.89416427,2.68572015,NA,NA,NA,NA,NA,55.74886111,250.869875,0.518196934,4.5205645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067400,Lake or Pond,452420.7366,5268703.299,Itasca,N,U,NA,NA,2,NA,Plum,Plum,NA,9.50333722,0.47635464,NA,NA,1.22,1.22,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067500,Lake or Pond,452589.207,5268160.284,Itasca,N,U,NA,NA,2,USGS,Pear,Pear,NA,8.27063577,0.45205576,NA,NA,1.68,1.68,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067600,Lake or Pond,453030.5585,5267840.57,Itasca,N,U,NA,NA,2,Fsh,Little Ole,Little Ole,310676,42.7381866,2.08177685,NA,NA,NA,NA,NA,43.78987779,197.05445,0.573445563,3.133558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067700,Lake or Pond,451796.1747,5267680.607,Itasca,N,U,NA,NA,2,USGS,Hole-in-Wall,Hole-in-Wall,310677,20.94901128,0.75106435,9.144,NA,1.83,1.83,1.83,21.66298395,97.48342777,0.687296308,5.36080355,NA,NA,NA,NA,NA,NA,27.14857658867746,1489.2896389180175,21.018449166610075,27.023498713382203
31067800,Lake or Pond,449716.7973,5267508.246,Itasca,N,U,NA,NA,2,Fsh,Bill's,Bill's,310678,21.71009345,0.7340479,11.2776,NA,1.83,1.83,1.83,22.49769276,101.2396174,0.671673815,2.50510825,NA,NA,NA,NA,NA,NA,27.14292354568331,1491.91441445935,21.0460312679687,27.018871980602214
31067900,Lake or Pond,451987.7984,5266819.408,Itasca,N,U,NA,NA,2,Fsh,Little Smith,Little Smith,310679,39.59738154,1.13681893,9.1,NA,NA,NA,NA,36.32885859,163.4798636,0.801321931,3.54541745,NA,NA,NA,NA,NA,NA,26.789968832790322,1467.565522930558,20.95621517353766,26.65848765573349
31068000,Lake or Pond,452152.7584,5266245.469,Itasca,N,U,NA,NA,2,Fsh,West Smith,West Smith,310680,34.34529091,1.85922035,8.5344,NA,NA,NA,NA,23.23061987,104.5377894,0.755707582,1.44557125,NA,NA,NA,NA,NA,NA,26.820415971209542,1465.1931738897272,20.9357511693535,26.69947275389393
31068100,Lake or Pond,451718.7324,5266128.699,Itasca,N,U,NA,NA,2,Fsh,Tamarack,Tamarack,NA,3.02077069,0.26008854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31068200,Lake or Pond,453552.344,5266917.722,Itasca,N,U,NA,NA,2,Fsh,McKewen,McKewen,310682,26.48545614,0.99694153,9.4488,NA,2.4384,2.4384,2.4384,26.70324435,120.1645996,0.657431559,4.2284018,NA,NA,NA,NA,NA,NA,26.75727328958418,1462.5662950450157,20.9252757647958,26.64021622747581
31068300,Lake or Pond,453943.7836,5266738.796,Itasca,N,U,NA,NA,2,USGS,Little McKewen,Little McKewen,310683,16.33857453,0.84289459,9.4488,NA,NA,NA,NA,20.26622607,91.19801732,0.493431779,3.7587945,NA,NA,NA,NA,NA,NA,26.75727328958418,1462.5662950450157,20.9252757647958,26.64021622747581
31068400,Lake or Pond,456367.5956,5266803.545,Itasca,N,U,NA,NA,2,NA,Bluerock,Bluerock,NA,12.11827095,0.57892408,NA,NA,2.29,2.29,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31068500,Lake or Pond,456013.7204,5266964.249,Itasca,N,U,NA,NA,2,USGS,Unnamed,Unnamed,NA,15.60273648,0.99391515,NA,NA,1.83,1.83,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31068600,Lake or Pond,452635.4204,5275596.596,Itasca,N,U,NA,NA,2,Fsh,Bevo,Bevo,310686,63.67614646,1.45066334,12.192,NA,3.44,2.4,4.3,56.38119535,253.7153791,0.878937654,1.28978755,57,5,NA,8.04,0.00975,NA,26.456444676500762,1446.6623087111673,20.904244681081572,26.331952904112804
31068700,Lake or Pond,450728.6759,5274677.719,Itasca,N,U,NA,NA,2,Fsh,Johnson,Johnson,310687,304.3728017,3.743984,15.24,8.52,3.544086207,2.44,5.35,302.0253372,1359.114018,0.870419983,2.5943529,118.0333333,2.57,NA,8.343333333,0.005,NA,26.33435495234895,1447.4026378693247,21.047633641673887,26.27112702341151
31068800,Lake or Pond,456525.1431,5284307.613,Itasca,N,U,NA,NA,2,NA,Cedar,Cedar,310688,78.46323046,1.42193959,3.048,NA,1.83,1.83,1.83,74.77838445,336.50273,0.921240669,3.3027389,NA,NA,NA,NA,NA,NA,28.217358668204643,1420.9577492441563,20.395248309310094,28.024984858310056
31068900,Lake or Pond,456507.5272,5283251.208,Itasca,N,U,NA,NA,2,USGS,Issac,Issac,310689,62.93297256,1.74103345,7.62,NA,2.44,2.44,2.44,63.02099818,283.5944918,0.91680201,2.0112042,NA,NA,NA,NA,NA,NA,26.861283151964518,1461.4914887706004,20.89955462328024,26.71163622059199
31069000,Lake or Pond,450319.8312,5284729.794,Itasca,N,U,NA,NA,2,Fsh,Aspen,Aspen,310690,72.66123543,1.8523224,7.9248,4.4304,2.44,2.44,2.44,93.17261348,419.2767607,0.422155523,2.41424025,NA,NA,NA,NA,NA,NA,26.975849674407076,1472.5977607618247,20.996890448546562,26.856510328700796
31069100,Lake or Pond,447590.0845,5284933.938,Itasca,N,U,NA,NA,2,USGS,Burr,Burr,310691,12.47377662,0.52788093,NA,NA,1.68,1.68,1.68,15.01145625,67.55155315,0.518122802,5.4285948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31069200,Lake or Pond,450734.4645,5282437.827,Itasca,N,U,NA,NA,2,Fsh,Lauchoh,Lauchoh,310692,43.19544684,1.28882873,12.192,NA,2.9125,1.7,3.5,45.78223903,206.0200756,0.786331136,5.99043005,128.65,2.84,NA,7.682,0.034,NA,26.620507174824944,1459.2545633058676,20.95028981610376,26.492017820003912
31069300,Lake or Pond,451223.8173,5282063.616,Itasca,N,U,NA,NA,2,USGS,Second,Second,310693,9.32503745,0.61645334,NA,NA,2.74,2.74,2.74,76.78053326,345.5123997,0.089721816,3.93604165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31069400,Lake or Pond,451445.9674,5280566.445,Itasca,N,U,NA,NA,2,Fsh,Edmund,Edmund,310694,44.71520264,1.08926386,1.524,NA,1.68,1.68,1.68,43.23066053,194.5379724,0.827601923,1.570625,NA,NA,NA,NA,NA,NA,28.78352618656793,1382.5226079780475,20.004092770154895,28.635262080862816
31069500,Lake or Pond,447840.3544,5281544.933,Itasca,N,U,NA,NA,2,USGS,Pelton,Pelton,310695,14.22750187,0.57168339,NA,NA,NA,NA,NA,15.26294345,68.6832455,0.524145296,6.7474026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31069600,Lake or Pond,448354.9902,5279140.948,Itasca,N,U,NA,NA,2,Fsh,Horseshoe,Horseshoe,310696,260.2201436,3.22935667,7.3152,4.0896,3.10657234,1.83,4.1,248.3269802,1117.471411,0.856397748,1.3428049,NA,4,NA,NA,0.02525,NA,26.723141383277586,1435.4850404933086,20.891832246059113,26.6063159495165
31069700,Lake or Pond,450628.9151,5278924.999,Itasca,N,U,NA,NA,2,Fsh,Duck,Duck,NA,13.77257619,0.69252191,1.2192,NA,1.68,1.68,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.42066047501794,1440.71821144067,20.311145442552103,30.23925616826074
31069800,Lake or Pond,451256.9979,5278684.525,Itasca,N,U,NA,NA,2,USGS,Beaver,Beaver,310698,23.72329629,0.98389079,NA,NA,NA,NA,NA,24.52522058,110.3634926,0.398682562,1.55833335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31069900,Lake or Pond,452025.8716,5279099.554,Itasca,N,U,NA,NA,2,USGS,Thydean,Thydean,310699,19.56403547,0.76227149,NA,NA,1.07,1.07,1.07,19.85009045,89.32540701,0.716481482,4.8890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31070000,Lake or Pond,453674.8118,5278999.565,Itasca,N,U,NA,NA,2,USGS,McDonald,McDonald,310700,23.51090628,0.79808096,1.5,NA,1.618333333,1.22,2.2,25.36407069,114.1383181,0.779755664,6.20704155,35.9,NA,NA,7.588333333,0.022,NA,29.470206096655676,1398.504537470887,20.08834310888753,29.357433294061167
31070100,Lake or Pond,454626.1734,5279782.767,Itasca,N,U,NA,NA,2,NA,Joel,Joel,310701,22.19739217,0.70788048,NA,NA,2.13,2.13,2.13,22.70955608,102.1930024,0.724120031,2.88567255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31070200,Lake or Pond,455334.1631,5277885.836,Itasca,N,U,NA,NA,2,NA,Willis,Willis,NA,14.85867363,0.67531488,NA,NA,1.22,1.22,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31070300,Lake or Pond,454135.2882,5277645.437,Itasca,N,U,NA,NA,2,NA,Tye,Tye,NA,7.6339261,0.43087271,NA,NA,1.22,1.22,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31070400,Lake or Pond,453847.6161,5276935.622,Itasca,N,U,NA,NA,2,Fsh,Batson,Batson,310704,114.0970357,1.8205701,15.2,NA,3.025381818,1.17,5.0292,106.330915,478.4891175,0.875672998,3.06122975,135.45,NA,NA,8.19,0.00975,NA,26.444573037653996,1449.8317483330775,20.91729060868089,26.313696744669247
31070500,Lake or Pond,450555.8273,5277281.81,Itasca,N,U,NA,NA,2,Fsh,Lundeen,Lundeen,310705,84.85025093,1.50287572,8.8392,4.94161546,2.770833333,2.4,3.3,81.58230819,367.1203868,0.855305266,1.606782,119.2,14.38,NA,8.22,0.0146,NA,26.677086404516448,1454.7278109210167,20.9136972505841,26.53745184160695
31070600,Lake or Pond,448096.5973,5278018.069,Itasca,N,U,NA,NA,2,Fsh,Mike,Mike,310706,108.8998132,2.56070191,6.096,0,2.13,0.4,3.85,97.32624959,437.9681232,0.785445291,2.1869046,24.6,1.985,NA,8.563333333,0.021,NA,27.115958214495034,1471.479197831938,20.93332399659894,27.009557002174866
31070700,Lake or Pond,449995.4487,5276527.655,Itasca,N,U,NA,NA,2,Fsh,Rice,Rice,310707,31.2633357,1.10488595,4.572,2.556,1.98,1.98,1.98,31.54380143,141.9471064,0.648128746,3.5592803,NA,NA,NA,NA,NA,NA,27.935400609082432,1501.5786885097348,20.987522639870637,27.83430591993722
31070900,Lake or Pond,452047.3536,5276199.513,Itasca,N,U,NA,NA,2,USGS,Billo,Billo,310709,11.6031527,0.53453388,NA,NA,2.29,2.29,2.29,12.40894097,55.84023437,0.662604669,4.48117645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071000,Lake or Pond,452413.2511,5291834.169,Itasca,N,U,NA,NA,2,Fsh,Connors,Connors,310710,141.7596963,2.80520617,18.288,10.224,3.843991753,1.7,5.6,141.4312201,636.4404906,0.732197286,4.00013875,43.892,2,NA,NA,0.008666667,NA,25.969599413357066,1402.1879018975048,20.75435664052519,25.874667636212397
31071100,Lake or Pond,452190.4557,5290001.794,Itasca,N,U,NA,NA,2,NA,Lang,Lang,310711,22.42485118,0.82754675,NA,NA,NA,NA,NA,25.55973849,115.0188232,0.504265288,7.05733335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071200,Lake or Pond,451801.6541,5287616.585,Itasca,N,U,NA,NA,2,USGS,Cemetery,Cemetery,NA,10.01265086,0.52712469,NA,NA,0.91,0.91,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071300,Lake or Pond,449742.3353,5286988.172,Itasca,N,U,NA,NA,2,Fsh,Bustic,Bustic,310713,84.00997575,1.49964989,10.668,NA,3.47,2.5,4.5,78.12365547,351.5564496,0.580276653,2.6245653,67.82,2.78,NA,7.7,0.01125,NA,26.40492191152645,1439.0513638260838,20.8694661030145,26.271452829077386
31071400,Lake or Pond,454108.8127,5300729.654,Itasca,N,U,NA,NA,2,USGS,Unnamed,Unnamed,NA,7.90283723,0.46299737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071500,Lake or Pond,447144.0922,5225532.498,Itasca,N,U,NA,NA,2,USGS,Unnamed,Unnamed,310715,43.67950832,2.27218947,NA,NA,NA,NA,NA,36.24120147,163.0854066,0.244268876,5.165333325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071600,Lake or Pond,446678.3293,5231572.276,Itasca,N,U,NA,NA,2,Fsh,Little Rice,Little Rice,310716,139.0236381,2.03528305,9.7536,NA,3.323636364,1.98,4.85,136.1778974,612.8005383,0.814294324,2.9909722,143.5,1.32,NA,8.373333333,0.014,NA,26.66234173153233,1479.5820986366675,21.13579665029074,26.564976422920182
31071700,Lake or Pond,448352.6611,5229279.764,Itasca,N,U,NA,NA,2,Fsh,Rice,Rice,310717,863.3811919,12.47640486,20.4216,11.4168,4.030476491,2.8,5.8,837.6978994,3769.640547,0.85730094,1.23182435,156.15,2.06,NA,8.105,0.014,NA,26.081438303869653,1450.2048377020637,21.277116604166867,26.02048829660084
31071800,Lake or Pond,446784.0021,5242084.927,Itasca,N,U,NA,NA,2,NA,Stevens,Stevens,310718,228.9307278,2.4643465,2.4,NA,1.411,0.91,1.7,232.228511,1045.028299,0.776055539,5.77091205,58.4,5.664,NA,NA,0.03,NA,28.48824938085358,1457.332250928032,20.573823759495866,28.413990781583845
31071900,Lake or Pond,450029.6674,5247437.211,Itasca,N,U,NA,NA,2,stsimon,Deer,Deer,310719,4093.496477,26.04765341,30.7848,17.2104,5.237228999,2.29,9,4061.78376,18278.02692,0.956084088,0.3279491,110.6685714,2.461927711,0.31,8.196363636,0.010233333,235,25.352697240313063,1362.908478153469,21.107457511206448,25.286766858868905
31072000,Lake or Pond,446726.0655,5252207.409,Itasca,N,U,NA,NA,2,Fsh,Poverty,Poverty,310720,64.91570441,1.27073188,12.192,NA,NA,NA,NA,62.10161715,279.4572772,0.801553648,3.1499123,NA,NA,NA,NA,NA,NA,26.845317123508547,1480.1807895477225,21.061883146771514,26.720343643221252
31072100,Lake or Pond,446218.2273,5251095.802,Itasca,N,U,NA,NA,2,Fsh,Hansen,Hansen,310721,66.18217693,1.59764227,13.716,NA,NA,NA,NA,66.10425134,297.469131,0.71267899,4.7673371,NA,NA,NA,NA,NA,NA,26.849734595619058,1483.819197909111,21.09081491204547,26.717307187935244
31072200,Lake or Pond,447970.3247,5249544.978,Itasca,N,U,NA,NA,2,stsimon,Moose,Moose,310722,1273.390565,7.30423646,18.5928,10.3944,4.299112963,1.524,6.71,1259.686507,5668.589281,0.951383093,0.37677425,140,0.9,NA,8.065,0.0116,261.75,25.733122373142972,1419.3991943194144,21.115709572641638,25.667893533608257
31072300,Lake or Pond,446356.4952,5248867.54,Itasca,N,U,NA,NA,2,NA,Bay,Bay,NA,16.63798178,0.80367892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31072400,Lake or Pond,446561.8966,5259270.978,Itasca,N,U,NA,NA,2,USGS,Suomi,Suomi,310724,25.5831602,0.76319601,4.572,NA,1.22,1.22,1.22,28.01444159,126.0649872,0.832903746,4.8764151,NA,NA,NA,NA,NA,NA,28.515932819607215,1569.9854840950366,21.388303085847276,28.373583169893458
31072500,Lake or Pond,446703.1918,5275125.778,Itasca,N,U,NA,NA,2,Fsh,Turtle,Turtle,310725,2125.63193,25.8160919,41.148,23.004,4.953674129,2.9,6.86,2049.13064,9221.08788,0.866058333,0.59215205,130,2.015,0.42,8.256727273,NA,258.4915254,25.508702641471956,1370.2972091739223,21.133008899281037,25.487289426995883
31072600,Lake or Pond,445910.1245,5279958.149,Itasca,N,U,NA,NA,2,Fsh,Bello,Bello,310726,527.4128021,8.44986233,17.3736,9.7128,3.192563333,1,5.04,509.3714665,2292.171599,0.733801955,1.7541008,71.18,2.5,NA,7.99,0.0085,NA,26.391275157340253,1441.8288178404505,21.123838707677525,26.297376475424848
31072700,Lake or Pond,446877.3494,5276474.685,Itasca,N,U,NA,NA,2,Fsh,Grass,Grass,310727,119.5471842,3.18387237,16.1544,9.0312,3.366363636,2.7,4.25,113.7136054,511.7112244,0.519824439,3.2819382,74.1,3,NA,7.928333333,NA,NA,26.43267563437385,1452.63961490508,20.978929628939532,26.306193566306465
31072800,Lake or Pond,444871.912,5215779.276,Itasca,N,U,NA,NA,2,NA,Muskeg,Muskeg,310728,21.60583428,0.81386609,NA,NA,0.91,0.91,0.91,20.79505341,93.57774036,0.737354842,6.99815125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31072900,Lake or Pond,442253.6496,5212996.586,Itasca,N,U,NA,NA,2,USGS,Shingle Mill,Shingle Mill,310729,57.38964087,1.14580381,NA,NA,3.51,3.51,3.51,58.70354435,264.1659496,0.912305316,9.190823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073000,Lake or Pond,442650.5144,5209315.356,Itasca,N,U,NA,NA,2,USGS,Shorty,Shorty,310730,22.113192,0.70721309,NA,NA,0.61,0.61,0.61,22.54077417,101.4334838,0.847846262,5.17542005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073100,Lake or Pond,441987.0274,5226413.348,Itasca,N,U,NA,NA,2,NA,Unnamed,Unnamed,NA,14.5894884,0.70717403,NA,NA,2.74,2.74,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073200,Lake or Pond,445064.8442,5225091.325,Itasca,N,U,NA,NA,2,USGS,Figure Eight,Figure Eight,310732,21.86399047,1.02324788,NA,NA,2.44,2.44,2.44,23.43732541,105.4679644,0.067338627,3.00625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073300,Lake or Pond,444519.5576,5223750.13,Itasca,N,U,NA,NA,2,USGS,Little Siseebakwet,Little Siseebakwet,310733,293.5055872,4.7166426,2.7432,NA,1.230625,0.7,1.6,292.2383186,1315.072434,0.91325768,1.3418486,69.75333333,5.69,NA,NA,0.017333333,NA,28.142211787211128,1449.28366531814,20.56212607244748,28.042007892773704
31073400,Lake or Pond,445950.7587,5225149.69,Itasca,N,U,NA,NA,2,USGS,Spruce,Spruce,NA,10.53036016,0.50398539,NA,NA,1.83,1.83,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073500,Lake or Pond,446064.8482,5222930.642,Itasca,N,U,NA,NA,2,NA,Spring,Spring,310735,18.71925841,0.69957157,NA,NA,1.22,1.22,1.22,17.20896489,77.44034198,0.761876801,2.4487903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
